B|Module 4 – Web Development Immersive 2.0|Introduction to React|Components, JSX, and Rendering|14|46705|Babel Plugins|react-babel-plugins|Readme|https//github.com/learn-co-curriculum/react-babel-plugins
B|Module 4 – Web Development Immersive 2.0|Introduction to React|Components, JSX, and Rendering|15|46624|Render Quiz|react-render-must-not-have-side-effects|Readme|https//github.com/learn-co-curriculum/react-render-must-not-have-side-effects
B|Module 4 – Web Development Immersive 2.0|Props versus State|Props|16|46690|Props|react-props|Readme|https//github.com/learn-co-curriculum/react-props
B|Module 4 – Web Development Immersive 2.0|Props versus State|Props|17|46694|Props Lab|react-props-lab|Lab|https//github.com/learn-co-curriculum/react-props-lab
B|Module 4 – Web Development Immersive 2.0|Props versus State|Props|18|46697|propTypes|react-prop-types|Lab|https//github.com/learn-co-curriculum/react-prop-types
B|Module 4 – Web Development Immersive 2.0|Props versus State|Props|19|46701|propTypes Lab|react-prop-types-lab|Lab|https//github.com/learn-co-curriculum/react-prop-types-lab
B|Module 4 – Web Development Immersive 2.0|Props versus State|State and Events|20|46722|Initial State|react-initial-state|Readme|https//github.com/learn-co-curriculum/react-initial-state
B|Module 4 – Web Development Immersive 2.0|Props versus State|State and Events|21|46724|Initial State Lab|react-initial-state-lab|Lab|https//github.com/learn-co-curriculum/react-initial-state-lab
B|Module 4 – Web Development Immersive 2.0|Props versus State|State and Events|22|47005|Event System|react-event-system|Readme|https//github.com/learn-co-curriculum/react-event-system
B|Module 4 – Web Development Immersive 2.0|Props versus State|State and Events|23|47006|Event System Lab|react-event-system-lab|Lab|https//github.com/learn-co-curriculum/react-event-system-lab
B|Module 4 – Web Development Immersive 2.0|Props versus State|State and Events|24|47008|Events In Detail|react-events-in-detail|Readme|https//github.com/learn-co-curriculum/react-events-in-detail
B|Module 4 – Web Development Immersive 2.0|Props versus State|State and Events|25|47011|Events In Detail Lab|react-events-in-detail-lab|Lab|https//github.com/learn-co-curriculum/react-events-in-detail-lab
B|Module 4 – Web Development Immersive 2.0|Props versus State|State and Events|26|46725|Updating State|react-updating-state|Lab|https//github.com/learn-co-curriculum/react-updating-state
B|Module 4 – Web Development Immersive 2.0|Props versus State|State and Events|27|46736|Updating State Lab|react-updating-state-lab|Lab|https//github.com/learn-co-curriculum/react-updating-state-lab
B|Module 4 – Web Development Immersive 2.0|Props versus State|State and Events|28|47009|Forms|react-forms|Lab|https//github.com/learn-co-curriculum/react-forms
B|Module 4 – Web Development Immersive 2.0|Props versus State|State and Events|29|47010|Forms Lab|react-forms-lab|Lab|https//github.com/learn-co-curriculum/react-forms-lab
B|Module 4 – Web Development Immersive 2.0|Props versus State|State and Events|30|46737|Props And State Lab|react-props-and-state-lab|Lab|https//github.com/learn-co-curriculum/react-props-and-state-lab
B|Module 4 – Web Development Immersive 2.0|Presentational versus Container Components|Container Components|31|47051|Container Components|react-container-components|Readme|https//github.com/learn-co-curriculum/react-container-components
B|Module 4 – Web Development Immersive 2.0|Presentational versus Container Components|Container Components|32|47052|Container Components Lab|react-container-components-lab|Lab|https//github.com/learn-co-curriculum/react-container-components-lab
B|Module 4 – Web Development Immersive 2.0|Presentational versus Container Components|Presentational Components|33|46869|Presentation Components|react-presentation-components|Readme|https//github.com/learn-co-curriculum/react-presentation-components
B|Module 4 – Web Development Immersive 2.0|Presentational versus Container Components|Presentational Components|34|46870|Presentation Components Lab|react-presentation-components-lab|Lab|https//github.com/learn-co-curriculum/react-presentation-components-lab
B|Module 4 – Web Development Immersive 2.0|Presentational versus Container Components|Presentational Components|35|46874|Props Props Props|props-props-props-props-props-props|Readme|https//github.com/learn-co-curriculum/props-props-props-props-props-props
B|Module 4 – Web Development Immersive 2.0|Presentational versus Container Components|Presentational Components|36|46875|Passing Props Lab|react-passing-props-lab|Lab|https//github.com/learn-co-curriculum/react-passing-props-lab
B|Module 4 – Web Development Immersive 2.0|Component Lifecycle|Mounting|37|47012|Component Lifecycle|react-component-lifecycle|Readme|https//github.com/learn-co-curriculum/react-component-lifecycle
B|Module 4 – Web Development Immersive 2.0|Component Lifecycle|Mounting|38|47020|Component Mounting And Unmounting|react-component-mounting-and-unmounting|Readme|https//github.com/learn-co-curriculum/react-component-mounting-and-unmounting
B|Module 4 – Web Development Immersive 2.0|Component Lifecycle|Mounting|39|47024|Component Mounting And Unmounting Lab|react-component-mounting-and-unmounting-lab|Lab|https//github.com/learn-co-curriculum/react-component-mounting-and-unmounting-lab
B|Module 4 – Web Development Immersive 2.0|Component Lifecycle|Rendering and Updating|40|47026|Rendering|react-rendering|Readme|https//github.com/learn-co-curriculum/react-rendering
B|Module 4 – Web Development Immersive 2.0|Component Lifecycle|Rendering and Updating|41|47027|Rendering Lab|react-rendering-lab|Lab|https//github.com/learn-co-curriculum/react-rendering-lab
B|Module 4 – Web Development Immersive 2.0|Component Lifecycle|Rendering and Updating|42|47028|Component Lifecycle Lab|react-component-lifecycle-lab|Lab|https//github.com/learn-co-curriculum/react-component-lifecycle-lab
I|Module 4 – Web Development Immersive 2.0|Async React|Async React|43|62237|React Async Gif Search Lab|react-async-gif-search-lab|Lab|https//github.com/learn-co-curriculum/react-async-gif-search-lab
B|Module 4 – Web Development Immersive 2.0|Client-side Routing|React Router|44|50645|React Introduction To React Router|react-introduction-to-react-router|Readme|https//github.com/learn-co-curriculum/react-introduction-to-react-router
B|Module 4 – Web Development Immersive 2.0|Client-side Routing|React Router|45|50755|React Components As Routes|react-components-as-routes|Lab|https//github.com/learn-co-curriculum/react-components-as-routes
B|Module 4 – Web Development Immersive 2.0|Client-side Routing|React Router|46|50758|React Components As Routes Lab|react-components-as-routes-lab|Lab|https//github.com/learn-co-curriculum/react-components-as-routes-lab
B|Module 4 – Web Development Immersive 2.0|Client-side Routing|React Router|47|46710|React This Props Children|react-this-props-children|Readme|https//github.com/learn-co-curriculum/react-this-props-children
B|Module 4 – Web Development Immersive 2.0|Client-side Routing|React Router|48|46714|React This Props Children Lab|react-this-props-children-lab|Lab|https//github.com/learn-co-curriculum/react-this-props-children-lab
I|Module 4 – Web Development Immersive 2.0|Auth|Client Side Auth|49|63421|Boozer Auth|boozer-auth|Readme|https//github.com/learn-co-curriculum/boozer-auth
I|Module 4 – Web Development Immersive 2.0|Project Mode|Week One React|50|63825|Hogwarts|hogwarts|Lab|https//github.com/learn-co-curriculum/hogwarts
I|Module 4 – Web Development Immersive 2.0|Project Mode|Week Two React|51|63261|Boozer React|boozer-react|Readme|https//github.com/learn-co-curriculum/boozer-react
I|Module 4 – Web Development Immersive 2.0|Project Mode|Week Two React|52|50130|Boozer Api|boozer-api-web-0716|Lab|https//github.com/learn-co-curriculum/boozer-api-web-0716
I|Module 4 – Web Development Immersive 2.0|Project Mode|Week Two React|53|63566|React Review Session|react-router-v4-lecture|Lab|https//github.com/learn-co-curriculum/react-router-v4-lecture
I|Module 4 – Web Development Immersive 2.0|Project Mode|Week Two React|54|64157|React Fetch Post Review|react-fetch-post-review|Lab|https//github.com/learn-co-curriculum/react-fetch-post-review
I|Module 4 – Web Development Immersive 2.0|Project Mode|Week Two React|55|64011|The Hog Dimension|the-hog-dimension|Lab|https//github.com/learn-co-curriculum/the-hog-dimension
I|Module 4 – Web Development Immersive 2.0|Project Mode|React Project|56|62450|React Project Requirements|react-project-requirements|Readme|https//github.com/learn-co-curriculum/react-project-requirements
I|Module 4 – Web Development Immersive 2.0|Project Mode|Module Five Final Project|57|62736|Module Five Requirements|module-five-requirements|Readme|https//github.com/learn-co-curriculum/module-five-requirements
I|Module 4 – Web Development Immersive 2.0|MERN|MERN|58|74703|Mern Lecture|mern_lecture|Lab|https//github.com/learn-co-curriculum/mern_lecture
I|Module 4 – Web Development Immersive 2.0|Code Challenges|Frontend|59|56120|Immersive React Code Challenge Frontend|immersive-assessment-react-frontend|Lab|https//github.com/learn-co-curriculum/immersive-assessment-react-frontend
I|Module 4 – Web Development Immersive 2.0|Code Challenges|Frontend|60|57074|Immersive React Code Challenge Frontend Final|immersive-assessment-react-frontend-final|Lab|https//github.com/learn-co-curriculum/immersive-assessment-react-frontend-final
I|Module 4 – Web Development Immersive 2.0|Code Challenges|Backend|61|56119|Immersive React Code Challenge Backend|immersive-assessment-react-backend|Lab|https//github.com/learn-co-curriculum/immersive-assessment-react-backend
B|react-and-redux|building-redux|redux-orientation|0|54686|Why Redux|why-redux|Readme|https//github.com/learn-co-curriculum/why-redux
B|react-and-redux|building-redux|redux-reducers|1|54684|Redux Flow|redux-flow|Readme|https//github.com/learn-co-curriculum/redux-flow
B|react-and-redux|building-redux|redux-reducers|2|54672|Redux Reducer|redux-reducer|Lab|https//github.com/learn-co-curriculum/redux-reducer
B|react-and-redux|building-redux|redux-dispatch|3|54681|Redux Dispatch|redux-dispatch|Readme|https//github.com/learn-co-curriculum/redux-dispatch
B|react-and-redux|building-redux|redux-dispatch|4|54685|Redux Initial Dispatch|redux-initial-dispatch|Readme|https//github.com/learn-co-curriculum/redux-initial-dispatch
B|react-and-redux|building-redux|redux-dispatch|5|54682|Redux Dispatch Practice|redux-dispatch-practice|Lab|https//github.com/learn-co-curriculum/redux-dispatch-practice
B|react-and-redux|building-redux|redux-and-the-dom|6|54683|Redux Dispatch With Event Listeners|redux-dispatch-with-event-listeners|Readme|https//github.com/learn-co-curriculum/redux-dispatch-with-event-listeners
B|react-and-redux|building-redux|redux-create-store|7|54679|Redux Create Store|redux-create-store|Readme|https//github.com/learn-co-curriculum/redux-create-store
B|react-and-redux|building-redux|redux-create-store|8|54680|Redux Create Store Lab|redux-create-store-lab|Lab|https//github.com/learn-co-curriculum/redux-create-store-lab
I|react-and-redux|using redux with react|integrating react with redux|9|46782|React Components Events Actions And Stores|react-components-events-actions-and-stores|Readme|https//github.com/learn-co-curriculum/react-components-events-actions-and-stores
B|react-and-redux|using redux with react|integrating react with redux|10|54699|Integrating React And Redux Codealong|integrating-react-and-redux-codealong|Lab|https//github.com/learn-co-curriculum/integrating-react-and-redux-codealong
B|react-and-redux|using redux with react|react and redux forms|11|54701|Redux Forms Codealong|redux-forms-codealong|Lab|https//github.com/learn-co-curriculum/redux-forms-codealong
B|react-and-redux|using redux with react|react and redux forms|12|54702|Redux Index Codealong|redux-index-codealong|Lab|https//github.com/learn-co-curriculum/redux-index-codealong
B|react-and-redux|using redux with react|react and redux forms|13|54703|Building Forms Lab|building-forms-lab|Lab|https//github.com/learn-co-curriculum/building-forms-lab
B|react-and-redux|using redux with react|react and redux delete|14|54704|Redux Delete Codealong|redux-delete-codealong|Lab|https//github.com/learn-co-curriculum/redux-delete-codealong
B|react-and-redux|using redux with react|react and redux delete|15|54705|Redux Delete Lab|redux-delete-lab|Lab|https//github.com/learn-co-curriculum/redux-delete-lab
B|react-and-redux|using redux with react|redux crud|16|54706|Crud Lab|crud-lab|Lab|https//github.com/learn-co-curriculum/crud-lab
B|react-and-redux|redux library|create store|17|54707|Intro To Redux Library Codealong|intro-to-redux-library-codealong|Lab|https//github.com/learn-co-curriculum/intro-to-redux-library-codealong
B|react-and-redux|redux library|create store|18|54708|Create Store Lab|create-store-lab|Lab|https//github.com/learn-co-curriculum/create-store-lab
B|react-and-redux|redux library|redux connect |19|54709|Map State To Props Readme|map-state-to-props-readme|Lab|https//github.com/learn-co-curriculum/map-state-to-props-readme
I|react-and-redux|redux library|redux connect |20|54965|Review Map State To Props Readme|review-map-state-to-props-readme|Lab|https//github.com/learn-co-curriculum/review-map-state-to-props-readme
B|react-and-redux|redux library|redux connect |21|54711|Map State To Props Lab|map-state-to-props-lab|Readme|https//github.com/learn-co-curriculum/map-state-to-props-lab
B|react-and-redux|redux library|redux connect |22|54716|Redux Action Creators|redux-action-creators|Readme|https//github.com/learn-co-curriculum/redux-action-creators
B|react-and-redux|redux library|redux connect |23|54712|Map Dispatch To Props Readme|map-dispatch-to-props-readme|Readme|https//github.com/learn-co-curriculum/map-dispatch-to-props-readme
B|react-and-redux|redux library|redux connect |24|54715|Map Dispatch To Props Lab|map-dispatch-to-props-lab|Lab|https//github.com/learn-co-curriculum/map-dispatch-to-props-lab
B|react-and-redux|redux library|multiple resources with redux|25|54713|Combine Reducers Codealong|combine-reducers|Readme|https//github.com/learn-co-curriculum/combine-reducers
B|react-and-redux|redux library|multiple resources with redux|26|54714|Cooking With Redux|quote-maker-react-lab|Lab|https//github.com/learn-co-curriculum/quote-maker-react-lab
B|react-and-redux|redux library|react router|27|50645|React Introduction To React Router|react-introduction-to-react-router|Readme|https//github.com/learn-co-curriculum/react-introduction-to-react-router
B|react-and-redux|redux library|react router|28|50755|React Components As Routes|react-components-as-routes|Lab|https//github.com/learn-co-curriculum/react-components-as-routes
B|react-and-redux|redux library|react router|29|50758|React Components As Routes Lab|react-components-as-routes-lab|Lab|https//github.com/learn-co-curriculum/react-components-as-routes-lab
B|react-and-redux|redux library|react router|30|50863|React Router Nested Routes|react-router-nested-routes|Lab|https//github.com/learn-co-curriculum/react-router-nested-routes
B|react-and-redux|redux library|react router|31|55186|React Router Params|react-router-params|Lab|https//github.com/learn-co-curriculum/react-router-params
B|react-and-redux|redux library|react router|32|51063|React Redux Nested Routes Lab|react-redux-nested-routes-lab|Lab|https//github.com/learn-co-curriculum/react-redux-nested-routes-lab
B|react-and-redux|redux addons|DEPRECATED: DO NOT DEPLOY|33|50645|React Introduction To React Router|react-introduction-to-react-router|Readme|https//github.com/learn-co-curriculum/react-introduction-to-react-router
B|react-and-redux|redux addons|DEPRECATED: DO NOT DEPLOY|34|50755|React Components As Routes|react-components-as-routes|Lab|https//github.com/learn-co-curriculum/react-components-as-routes
B|react-and-redux|redux addons|DEPRECATED: DO NOT DEPLOY|35|50758|React Components As Routes Lab|react-components-as-routes-lab|Lab|https//github.com/learn-co-curriculum/react-components-as-routes-lab
B|react-and-redux|redux addons|DEPRECATED: DO NOT DEPLOY|36|50863|React Router Nested Routes|react-router-nested-routes|Lab|https//github.com/learn-co-curriculum/react-router-nested-routes
B|react-and-redux|redux addons|DEPRECATED: DO NOT DEPLOY|37|55186|React Router Params|react-router-params|Lab|https//github.com/learn-co-curriculum/react-router-params
B|react-and-redux|redux addons|DEPRECATED: DO NOT DEPLOY|38|51063|React Redux Nested Routes Lab|react-redux-nested-routes-lab|Lab|https//github.com/learn-co-curriculum/react-redux-nested-routes-lab
B|react-and-redux|redux addons|redux and apis|39|55182|Redux Thunk Readme|redux-thunk-readme|Readme|https//github.com/learn-co-curriculum/redux-thunk-readme
B|react-and-redux|redux addons|redux and apis|40|55183|Redux Thunk Lab|redux-thunk-lab|Lab|https//github.com/learn-co-curriculum/redux-thunk-lab
O|Full Stack Web Development V5|Redux|Redux Library|0|50681|Combine Reducers Lab|redux-combine-reducers-lab|Lab|https//github.com/learn-co-curriculum/redux-combine-reducers-lab
O|Full Stack Web Development V5|Redux|Redux Final Project|1|52073|React Redux Portfolio Project|react-redux-assessment|Lab|https//github.com/learn-co-curriculum/react-redux-assessment
